taskInfos_1,taskInfos_2,taskInfos_3,taskInfos_4,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32
"46","Mannose degradation (to fructose-6-phosphate)","CARBOHYDRATES METABOLISM","MANNOSE METABOLISM",2.08920588179271,2.46439896038456,1.90585498779992,1.297279508736,2.26393541749183,2.4980441521734,3.85182197261791,2.2536789131407,2.3052022099508,3.06975169562066,2.42229428860187,2.8365048672482,2.25034087900618,2.02206126590529,1.74313308827833,2.18470032018168,2.95909187093292,1.54554902016597,1.75300336490678,2.38030448864424,2.62757561048846,1.82587876869862,1.8237665399978,1.61363856144842,3.66752692218064,2.46885535688832,2.00407992496152,1.85781192044811,2.37755961083461,2.36794903419467,2.41533056207894,2.66291397577639
"47","GDP-mannose synthesis","CARBOHYDRATES METABOLISM","MANNOSE METABOLISM",2.13418910713723,1.62209693157645,2.46530863000726,1.0144979019755,1.6363823111781,2.88688322605042,3.36595497489905,1.28166425685359,1.55811177790976,2.53515284024985,1.39529448849678,1.63249104930763,2.4458037905827,2.14663439458181,2.31479744772263,2.19442166311823,2.63277548177604,1.90927312864295,1.23284698291357,2.24154781691147,3.06394820433503,2.43797253149362,0.693685365346101,1.14433925074315,3.2342389453258,1.44838657308146,1.11438856023756,2.70416135614942,1.84149461655096,1.39635234410944,1.5504254203909,1.48708024665442
"48","UDP-N-acetyl D-galactosamine synthesis","CARBOHYDRATES METABOLISM","AMINO SUGARS METABOLISM",5.29273929824475,3.60882600570006,3.93832799454426,2.79279584189227,3.34848083228023,4.7032566528098,4.19636506302161,3.45655666001641,3.51603815930571,3.12356668442557,4.46464708900179,3.37249371590808,3.38727940456544,4.41615945574585,2.81198882882582,2.77365493558543,3.26431945823231,2.85344293010847,3.47792121881112,3.90733001868963,4.78234459552909,3.80453475199993,2.65972793187931,2.37144138164419,4.17454990168817,3.42293257033634,2.8065437290286,4.50515127299384,4.05621418551598,3.90072284086741,3.09258560022389,3.64864961411878
"49","CMP-N-acetylneuraminate synthesis","CARBOHYDRATES METABOLISM","AMINO SUGARS METABOLISM",3.82152128764163,2.849018150632,2.90052241780286,2.47998184203919,2.65890909831612,3.38848146650825,3.03764817459741,2.60621732691717,2.68768089553046,2.36693220267744,3.16300678922743,2.6318637045106,2.70132853059485,3.3995982913376,2.12710435172559,2.22472083710118,2.53316188872637,2.18538220068536,2.66812992956893,2.99678501316336,3.35543324706451,2.82726367698705,2.00151099163878,1.94098944071312,3.08289826224543,2.5561135805764,2.16016220854781,2.95979334648398,3.07211822357188,2.95317090112438,2.30098995042897,2.76210109628497
"50","N-Acetylglucosamine synthesis","CARBOHYDRATES METABOLISM","AMINO SUGARS METABOLISM",5.30448079232826,3.68693718073406,3.97212293584308,2.94647878001355,3.38903712385766,4.36397702616781,3.70286211809133,3.26792590013167,3.12194335996825,2.88576327898102,4.15066059405009,3.40011858963115,4.05053475023615,4.15777230716587,3.0203084285007,3.13548624513079,3.10353817210384,2.57829711351126,3.60908536524865,3.69748039421113,4.35528575247741,3.4280257517603,2.47448363536723,2.31035064333103,3.88209112603048,3.34515572874166,3.52430025188092,3.82303487481169,3.70016938824315,3.83933569874445,3.08219086348912,3.55378214087859
"51","Glucuronate synthesis (via inositol)","CARBOHYDRATES METABOLISM","PENTOSE AND GLUCURONATE INTERCONVERSION",1.24414899567903,1.24432398297646,1.60591592870515,0.951459502580774,1.01936563985046,0.996769003652891,1.42961740449593,1.76649222745392,1.32615810584589,2.88078685437889,1.95065812612942,1.4243524009831,6.39551191141553,0.943311085166738,1.13031055300347,2.39455974349379,2.54165845705048,2.01893427587601,3.67452233276198,1.58899557734993,0.887456504605575,1.38726590946502,1.022711649252,1.19387564649118,1.42183412636197,1.29117624266406,2.23135430413502,0.99055333595729,3.54206750717441,1.43305727649215,2.05709402767403,1.64441677085628
"52","Glucuronate synthesis (via udp-glucose)","CARBOHYDRATES METABOLISM","PENTOSE AND GLUCURONATE INTERCONVERSION",4.86373495333033,3.10428963885631,3.0079047808616,1.4438673325775,2.27737037482776,4.98741835114236,3.88692976034088,2.64100132654589,3.49434020342432,2.88418319656164,3.23953583302851,3.90647180715399,3.44863575504253,6.29951715113645,2.75635911693832,2.48141037699259,2.92369529687002,2.07734756198542,3.55525324505955,3.22871196732349,4.74165674495477,2.36635138219788,4.42326379481988,1.95788284983192,3.81902745223457,2.94745365595365,1.97142939284471,3.08131455251158,1.87550460908561,2.63389444264987,2.69629142059884,3.29338508162489
"53","Synthesis of acetone","CARBOHYDRATES METABOLISM","KETOGENESIS",4.71589436088865,5.74952763173579,5.01537333926888,5.1698678147983,5.56067416039875,5.72992447414955,5.72172470487157,3.91225418841315,5.74314625575542,4.56845940943898,5.04689392850659,7.24951826535892,6.11854946923516,5.85286039926943,4.30361538432699,4.89670528343828,3.95522305355787,2.83842242602551,4.98527512156358,4.57744940268596,5.69680945018912,4.62370564799061,8.75060545084506,4.43201574309863,5.55742021622268,5.11809098975391,4.00733647371406,4.60576595686983,5.85137724124028,4.26774054848951,5.43977572115801,5.66325174494099
"54","(R)-3-Hydroxybutanoate synthesis","CARBOHYDRATES METABOLISM","KETOGENESIS",4.51637412553634,5.47667360164718,4.81641229064612,4.99566068825784,5.3565515053933,5.73269937794618,5.64118536164206,3.73912705467641,5.64814935539438,4.46940622811927,4.85288447914389,7.08331455203358,5.93624506375526,6.18262707273148,4.08233014169353,4.71855601811574,3.83499352025377,2.7174320019493,4.69178311017,4.46667135762784,5.72993464398876,4.53741652543502,8.34672621305953,4.3787216877295,5.50228667759455,4.87794678923067,3.83667545841488,4.48695814657667,5.54789072673675,4.22109553251665,5.28797342548788,5.42346105049313
"55","Synthesis of inositol","CARBOHYDRATES METABOLISM","PHOSPHATE INOSITOL METABOLISM",1.6466576892316,1.65536885291703,2.12797581137207,1.26722948426397,1.32831744006095,1.2918520201097,1.89366387444963,2.35532296993856,1.76821080779452,3.83624677194203,2.35014818156739,1.89738129139643,2.73652187381844,1.25607874484466,1.50274483266981,3.16804180834701,3.38683426334759,2.68690206921459,4.89717531243396,2.09215023276469,1.17951141123853,1.84117513652893,1.363615532336,1.58608758845825,1.88364627351096,1.72156832355208,2.9716714432435,1.29504519683262,4.71627222827613,1.36371939528969,2.73556950645454,2.17204083092515
"56","Inositol as input for glucuronate-xylulose pathway","CARBOHYDRATES METABOLISM","PHOSPHATE INOSITOL METABOLISM",2.26679885568247,2.4211522291114,1.49511712934718,1.29788681975703,2.04802950245176,2.51998010434444,2.57103902284842,1.38361429511152,1.85109934076013,1.67665180504481,1.65198262930226,2.30870795323931,9.43396240504168,6.60047898994985,1.52220442770432,1.46927753231893,2.04805519711636,1.59898973377804,1.90876493007009,2.85089448483809,2.44314174963109,2.97989335813709,1.85993469465655,1.56782757971489,2.53566941544465,1.28854261948589,1.44548062047771,2.37184128834766,1.80368921564429,1.66568103238243,1.60806180476576,1.36591059845334
"57","Synthesis of phosphatidylinositol from inositol","CARBOHYDRATES METABOLISM","PHOSPHATE INOSITOL METABOLISM",5.20549467077231,5.27414279376177,3.57816677978509,2.48511159516161,4.36126072184487,4.0966698688164,3.85483999469408,4.52647999042567,3.90663954521962,5.29055253982266,5.45148358978763,5.44730380585416,4.98412344615086,3.22090627406994,4.89486633648448,4.05320608768052,6.38324538895183,3.74082527347483,4.30847034326541,5.18988120400088,3.17694571920992,5.08455164171399,2.21795498813129,4.34587838594257,4.17656297015351,4.33649886840408,4.51732007380599,4.11036293821567,3.31290320737317,4.83276128485391,3.47039726726378,5.11161105425149
"58","Conversion of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate to 1D-myo-inositol 1,4,5-trisphosphate","CARBOHYDRATES METABOLISM","PHOSPHATE INOSITOL METABOLISM",1.35744479728767,1.33070894343257,2.27605172456573,2.60713640670017,1.5327751317879,2.39402423269917,3.41763600815063,2.23492395576115,1.84649608118,3.15793875230142,1.57539455444771,2.97373066355973,3.41950435865901,3.3521637421389,2.01396797288546,2.8425061973904,1.80523163457457,1.60600420110339,0.855236683299681,1.66540149479024,2.26456542329547,3.00642894583674,4.73211189076978,4.12021772911898,3.28219650411211,1.6609766719386,3.01419353669006,1.7377065939497,5.56035687984344,2.85638007400641,2.91907574069847,2.45572062053121
"59","Starch degradation","CARBOHYDRATES METABOLISM","STARCH DEGRADATION",0.253821215623322,0.122159568343812,0.299916324322799,0.397277612621527,0.0802484473728234,0.360131283916041,2.26399417742976,0.147867065847923,0.0797251415082451,1.05681779573055,0.154228210970602,0.120694831912759,0.595798395491893,0.0944502285602779,0.157216467275435,0.133685156049173,0.249929009294612,1.68802860206363,0.0751816914431581,0.103724668030081,0.438863299648494,4.71304866013262,0.146447994870274,0.206759798247484,2.49026055142494,0.120156468485238,0.307242659496877,0.225161738441031,0.279919341378991,0.121723256544324,0.333021105586734,0.0907061499006685
"60","Link between glyoxylate metabolism and pentose phosphate pathway (Xylulose to glycolate)","CARBOHYDRATES METABOLISM","GLYOXYLATE METABOLISM",1.37552458597536,1.4325522450467,1.33108790450243,1.37726330196816,1.5452998512068,1.54510418717145,2.91517363671298,1.3218309856449,1.79769754076261,1.57362043350402,1.56413041739348,1.79245680411725,2.96648090600625,3.06035320145038,1.23757233856638,1.21419924419799,1.50667396643172,1.33035759438615,1.22851311419706,1.49341893303487,1.3797304191011,1.45825380449841,2.32344859118446,1.43157096552799,2.92161481274384,1.51770934584602,1.26494835228558,1.65774790011378,1.22755311225805,1.58101717022975,1.35464830850491,1.42966567960911
"61","Synthesis of methylglyoxal","CARBOHYDRATES METABOLISM","METHYLGLYOXAL METABOLISM",3.99015405466639,4.10305432541017,3.26841980788991,4.17533527063313,4.23204294532866,3.55587261100797,4.44388436001866,2.8904642600915,4.13498825686593,3.20504364485307,3.69235726200858,5.66935221176362,3.74374320128817,3.39775111986436,2.7744277487869,3.12659465792078,3.41819700266116,2.00415915002888,2.93883248342093,3.24544893354719,3.38059924659912,3.07360962545182,6.31402263012234,3.26272541475369,4.21171142417865,3.78431311547825,2.96311002773121,3.20506635024322,3.626737347289,3.29337437600392,3.41196124464464,3.51167439926619
"62","Alanine synthesis","AMINO ACIDS METABOLISM","ALANINE METABOLISM",5.03227536123692,4.8899879496376,4.79367730593852,4.99708461343956,5.30735396140264,4.99754257128094,5.20105619806628,3.77463217742722,5.74113477766838,4.36366380620161,4.5434011804484,6.51033607695007,5.61986320348926,4.80831358743192,3.90273073240802,4.54027156747001,3.80326898210453,2.79386830357394,4.48133941173382,4.30983237383651,4.94160641239023,4.46774136625128,8.06386451344695,4.40273677291231,5.10218379158079,4.67000133289139,3.80886238222653,4.18005832429961,4.90048569088876,4.12262992809574,5.32128340473412,4.67465642689108
"63","Alanine degradation","AMINO ACIDS METABOLISM","ALANINE METABOLISM",2.97607655894316,2.99315429712259,2.65495767133806,2.69508127930863,2.90377964251917,3.27777203412633,3.24040466237586,2.23633377750521,3.22137372976735,2.81849575121422,2.57513022112993,3.48620774882612,3.60536620482902,3.74596207797277,2.34333105314144,2.69265444220131,2.44156696198052,2.25305770046765,2.58589825569043,2.58695597036923,3.15861586089957,2.52768741760196,3.67841939997442,2.45586363889839,3.05323919702012,2.58699096552659,2.21727058453601,2.88030131204285,3.11837076773665,2.84563104359269,2.92649362944364,2.86483141195175
"64","Synthesis of alanine from glutamine","AMINO ACIDS METABOLISM","ALANINE METABOLISM",1.76750707482678,1.4722382170613,1.51600367940916,1.46135504776581,1.19937840703305,1.5930349633125,1.34871743668631,1.69196392274771,1.79219813203942,1.7157809217049,1.70773357842006,1.65104132032927,3.71087978690822,3.35076912527609,1.50409840154063,1.68317943434068,1.55127188596772,0.821446701989741,1.18657171412468,1.7258430414405,1.64112108328961,1.20449899207088,1.69728356771054,2.38011480129801,1.14694928102258,1.53190673728412,1.25775541244808,1.58007734930056,0.970785308164622,1.99866830550202,1.75759805322316,1.80649255518973
"65","Arginine synthesis","AMINO ACIDS METABOLISM","ARGININE METABOLISM",3.5562906223869,3.64944234107346,3.36675163652234,3.31992102962129,3.61940550141846,3.8331732218584,5.00146145447957,2.86664044002476,4.01784507865705,3.51721714309806,3.50291672240163,4.38712498790994,4.85680188482801,5.30511955726871,2.91596091926192,3.07715064776507,2.89182807807683,1.98999046140635,3.1457731596344,3.31771583177986,3.80497938645522,3.30653950552488,5.13872434863641,3.22957180206785,4.87967140576337,3.41160144645377,2.64948554248887,3.18513977805001,3.40639067331459,3.52088797648179,3.6591378177786,3.58611777748084
"66","Arginine degradation","AMINO ACIDS METABOLISM","ARGININE METABOLISM",3.14794503399808,3.21175627276484,3.02924669273011,3.11211995368138,3.08404316403687,3.47513037004066,3.65995380474548,2.6176326289354,3.48688391383789,3.25740532253994,2.93435224306785,3.64264800418983,4.05143926359415,3.9274229581983,2.78450196402507,3.05878845766251,2.80896585692493,2.34473862113629,2.99845729944702,2.81727181863736,3.40604399819622,2.6070453381601,3.73894471694413,2.83800686327406,3.51205403095605,2.98085819493538,2.55428286603617,2.99903014120173,3.10498979917478,3.31214649064643,3.33189238662549,3.23865466884129
"67","Synthesis of arginine from glutamine","AMINO ACIDS METABOLISM","ARGININE METABOLISM",2.48446655789915,2.85168806234985,2.27014848240239,1.73707018398379,2.16392399616079,3.34549707066036,7.03525796604342,2.31103543035616,2.19311036589329,2.63730247933647,2.96587122880516,1.6312186175361,4.82394955882805,8.35623137099024,2.15659226520612,1.80195838629889,2.11546744021307,2.03211430027696,1.88138867643577,1.9356801039728,3.21673416559809,2.3644759556912,0.852360161019348,2.25521171924909,6.73102608322476,2.44413211812056,1.6775082850988,2.38914648289652,1.79746848914756,2.78081180267636,2.06646093785801,2.77529583046235
"68","Synthesis of nitric oxide from arginine","AMINO ACIDS METABOLISM","ARGININE METABOLISM",2.34786631888087,1.24015148110607,2.08205689804908,0.289088631624733,0.704532958864755,0.787574378251679,1.05700543615125,1.42585919426945,0.903104650235992,1.06317969990032,1.95481740337656,2.01608838577096,1.47996636061677,0.697103509413975,2.07396064844317,1.19781881440109,0.541138885075527,0.552348092943427,1.8406286170575,1.09897417463481,0.465520197094584,0.526648320436852,0.689310709994057,1.20007902635638,0.906625499392981,1.19118565026216,6.44301377003172,0.929694689344602,1.95870495174531,1.10832785885806,0.490270477516049,1.51891795742007
"69","Synthesis of aspartate from glutamine","AMINO ACIDS METABOLISM","ASPARTATE METABOLISM",4.82064933669088,2.65144981773219,3.31138796108261,1.17119304168357,3.03660591571367,3.42625719212047,2.96387209481374,3.17330394021756,2.24192444033662,2.75370219104481,3.56924584335896,3.16877119142792,3.47096099641916,1.7740992636496,2.1546414613526,1.88376556682187,3.81816075439532,1.68469940004545,2.65023804290823,2.97854806684106,3.42715103931761,2.27156055401497,1.58973201771636,1.48175164345714,2.70079190333189,3.19257145859173,1.89865645463533,3.03696408400266,2.84279754285841,4.28308005743711,2.00897510029076,3.1223956011942
"70","Synthesis of creatine from arginine","AMINO ACIDS METABOLISM","ARGININE METABOLISM",1.47551327904321,2.24227369840437,1.26255605689963,0.465580157461812,5.08755015043003,1.42307771342961,5.18996654328993,1.19880951431333,2.62385320872745,1.94721968104082,3.11289419378813,3.99422798811647,10.9217211915434,12.7752663319291,0.849806412340088,1.65156885814162,5.26344297262101,12.7547315859566,3.02100566936765,2.63507504280413,1.0258993604349,3.91844340757159,9.205945000627,5.04796462462185,4.37572766522351,1.32778985643301,2.28305224229081,4.07711003677947,5.04474017396273,3.70795778832835,1.93328278119473,1.71200658471799
"71","Asparagine synthesis","AMINO ACIDS METABOLISM","ASPARAGINE METABOLISM",4.63940085002861,4.52815510466239,4.39304358415971,4.35067241573052,4.94775351128923,4.46758270766337,4.50388498438481,3.61604746151048,5.07650324488718,4.28216977778874,4.16265323570756,6.07965594423949,4.87597546107484,4.65006960130333,3.74779062166343,4.20636446025976,3.90112372909367,2.69755049230597,4.03267221350384,3.9009945302924,4.70675104955527,3.95392975734479,6.7130452742247,3.81001575276922,4.35449845455552,4.36876505304292,3.66873884515163,3.9999444294011,4.73098902172432,4.19338200207363,4.71110159230743,4.39760797053608
"72","Asparagine degradation","AMINO ACIDS METABOLISM","ASPARAGINE METABOLISM",2.66410447411045,2.73879848299032,2.49592072408398,2.5321841178798,2.81066319986497,3.05724370737299,3.05651848777944,2.12456201392984,2.96574037236674,2.65298918966739,2.38675304335283,3.29860670043794,3.54031144046823,3.38911505928042,2.23627287192962,2.54854758870792,2.37088319487275,2.01333484105873,2.47374593570617,2.40798081352237,3.07491385499046,2.30766639691988,3.40101829573002,2.33931283470643,2.802320536226,2.41907819651708,2.07694070213179,2.7023928755698,2.92137487734868,2.65698208706597,2.82285015971252,2.69111029798485
"73","Aspartate synthesis","AMINO ACIDS METABOLISM","ASPARTATE METABOLISM",4.79543043389878,4.80839588079781,4.66862782982652,4.92640603238983,5.15326701939509,4.78044847995178,5.096219689763,3.70925184525316,5.46142511622394,4.27813346914825,4.39790116577442,6.34894777001092,5.4534970872525,4.61287449088285,3.86353214134319,4.46124638726713,3.7746151550377,2.52729345819822,4.38050480943994,4.22224508093763,4.97403065824259,4.37621260893557,7.67044848386507,4.25755664961221,4.86298309524021,4.57339462255042,3.72257096990226,4.00195561689346,4.71139961825812,4.10982861530929,5.17771164234872,4.58725379920509
"74","Aspartate degradation","AMINO ACIDS METABOLISM","ASPARTATE METABOLISM",2.95204831729584,3.11952331971641,2.72823247339033,2.80781774600231,3.01499669825056,3.36134856602613,3.35731235068871,2.34644802730546,3.23239185073249,2.91197750301185,2.63538364693042,3.63944659549451,3.71264880910253,3.61555661103483,2.44007045244792,2.7973883891072,2.55185576879712,2.28151038052694,2.701845329399,2.65415272794414,3.29013170556908,2.52936420006761,3.78855545703189,2.49758435196056,3.13664626289884,2.70159329698092,2.31137940017168,2.95512183889445,3.12376906913106,2.94981749512294,3.03443422403503,2.99245509745192
"75","Conversion of aspartate to arginine","AMINO ACIDS METABOLISM","ASPARTATE METABOLISM",5.33855628508497,4.48679523661363,3.75065848027259,1.36713022595466,1.9025758743617,6.90794923805611,6.4886223519325,3.43385925021293,3.50061510830874,5.87287636089684,5.91570468031021,2.6376426998288,11.3280025258742,12.738133112869,3.70852108361194,1.57637653589382,3.11049525539102,2.73870808983904,3.15894203437666,2.73171506877916,6.91437434300179,3.53573193724219,1.34904294686837,4.38145861303915,6.89849074005036,3.59909088694854,2.36461976800455,4.34238972655887,2.35096556565403,4.97549583578473,2.08227089025539,6.01917994365068
"76","Conversion of aspartate to beta-alanine","AMINO ACIDS METABOLISM","ASPARTATE METABOLISM",0.24083235354364,0.754961423142617,0.079044226301697,1.15181596665756,3.88135053822287,0.252937616259273,0.129426423482819,1.4832749280263,0.468017044857826,0.401732948905434,0.316484015850322,0.0725251871896673,1.57508272779046,0.109739825040138,0.277096944690887,0.304179439447358,0.395696569361322,0.258373502370296,0.673907299506867,1.23755819954049,0.246590813509049,0.217971454579495,0,0.243186010404484,0.219607641242813,0.192762661708053,0.162235202922766,0.469436256985522,1.15283940597119,0.239438834071488,0.411903814117345,0.66664479492216
"77","Conversion of asparate to asparagine","AMINO ACIDS METABOLISM","ASPARTATE METABOLISM",2.15368198713252,2.4970413679322,3.97863569425769,2.25052389702764,5.87985542048747,3.21364919259647,2.35008467631897,3.49995369782299,2.63768273611526,2.45117149480137,2.44598856544134,2.64495336557133,1.69136607341831,0.46986952860115,2.73051353565086,4.72697401602633,2.81418423232918,6.69870720933091,1.15621827723726,2.75547174005564,3.92329085139746,4.92705595050285,0.704259091613263,3.66539521977717,2.58714698506145,3.64703450408373,3.17744589003759,5.06730956787225,5.03235585939383,4.92032310614349,4.50136794478022,3.14861222007112
"78","beta-Alanine synthesis","AMINO ACIDS METABOLISM","BETA-ALANINE METABOLISM",3.73198486302799,3.83140608746453,3.59446089926475,3.60192867917555,4.10437893554602,3.93999266861251,3.92655537512877,2.91615650275029,4.19125164978765,3.45968567385014,3.398956231098,5.34142406778435,4.27537242849408,3.74588632015733,2.95747233475232,3.41561247743704,2.91940659294006,2.1957718227398,3.37135957579843,3.25378903295207,3.9554142214097,3.23191992719791,6.13228010960891,3.22641112853019,3.7917149261602,3.54444152329653,2.94402038566838,3.12552944943097,3.75995739817589,3.16211682468589,3.9198405916027,3.60849606981604
"79","beta-Alanine degradation","AMINO ACIDS METABOLISM","BETA-ALANINE METABOLISM",2.83272212952708,2.90384686535534,2.56845513954483,2.61303472759911,2.84956031963979,3.09287321272219,3.09556877674121,2.15965841280877,3.08093584325588,2.75344726721875,2.48295358107547,3.40896369660551,3.47088351744893,3.53251375718712,2.24957887012622,2.64243591663362,2.38973220654015,2.00075197463017,2.51050723116093,2.4615323616886,3.05221149816633,2.38187551034205,3.53202299074287,2.37059540303497,2.90706669111392,2.54436676566085,2.1645224698358,2.73517326073459,2.89780503652314,2.75121798847491,2.87291775103375,2.76783071355429
"80","Conversion of carnosine to beta-alanine","AMINO ACIDS METABOLISM","BETA-ALANINE METABOLISM",1.28247463721154,0.973927621743183,1.68521941977855,0.650967193816915,4.72751684428256,1.75475931381328,2.3782558288824,1.32668151450807,1.24476583604913,2.30563744036621,1.847920298043,1.03382405799917,3.9650632104662,4.26393576619845,1.68825608544559,1.70227517545214,1.06379534083634,1.38854580324854,1.59185256862072,1.92357887394286,1.66413516384043,1.07942300318276,0.442443284861278,0.939141189364315,3.628923939618,1.0620693559714,2.00068766680259,1.98355770175561,0.988719796583109,2.54163708204614,1.79008477111581,1.97673770714927
"81","Beta-alanine to 3-oxopropanoate","AMINO ACIDS METABOLISM","BETA-ALANINE METABOLISM",0.182722243122525,1.36032812380217,0.331237610665573,0.141931181598164,2.8081474605442,0.572859525105782,1.58565558872559,0.220360549290316,0.385417005515451,0.355543011841682,0.318994583444245,0.66442989699664,2.90164002528751,3.67018446411724,0.270702840105897,0.36420409293223,0.6085755073811,2.22467253944013,0.301950704052331,1.20760389394292,0.525922813592094,0.221859086667936,0.0521731075910601,0.18279150598364,0.961197149263313,0.198021917579514,0.284893673287709,0.438484262055534,0.96021831895681,1.24098588598215,0.411622914006555,0.876845983019623
"83","Cysteine synthesis (need serine and methionine)","AMINO ACIDS METABOLISM","CYSTEINE METABOLISM",2.17678273389529,2.58267459852478,1.96874374846846,1.81221666675448,2.5911167580548,2.5392878784666,2.19849258907164,1.88708537571611,2.69308946573964,2.36361470906021,2.22611598744619,1.99915505066166,2.75120448347747,6.7889678569154,2.36942007494574,2.09283563863809,2.37974728656921,4.93997446069304,2.02468114176276,3.13556393648035,2.70199339967042,2.06566297785052,1.4493723332255,2.10463581766322,1.96581381719407,1.94978063155807,1.60038673749957,2.04814831303629,2.06051103610207,3.70873641416186,2.35821326828304,2.39198149793058
"84","Cysteine degradation","AMINO ACIDS METABOLISM","CYSTEINE METABOLISM",2.01839805999008,1.79517635004358,1.39400894650974,1.14091857594724,1.87038794147163,2.33591351829624,2.14767826716265,1.15233113752863,1.71500692992842,1.35164207037306,1.56967216926531,2.82083413970316,2.45084526921772,3.52494507398867,1.50684852896162,1.47776612020072,1.25578163859333,1.86075006524411,1.8105739930156,1.77958188993013,2.190851930571,1.7256628696659,2.46028646237067,1.23790964123448,2.02679602205679,1.39334758293961,1.05939152938993,1.94078769537615,1.64379399615943,1.60325902553388,1.55425978043193,1.77028383440269
"86","Synthesis of taurine from cysteine","AMINO ACIDS METABOLISM","CYSTEINE METABOLISM",5.96590033563696,2.19892569932761,1.15511512270066,0.606607834400046,4.03483726128244,0.865489625457644,0.848583586631324,2.26064046916231,0.964908059220729,2.58337115510925,2.12071523526851,1.93863510177218,1.13006554208846,7.56163023833814,2.26907080881697,1.66262146282871,3.28261248090772,1.56694247448347,3.69296281554941,2.41504472514912,1.05319659200277,1.64485530514168,0.728365998739773,1.77663815327026,0.932269124794994,1.64237474927069,1.4514770317055,0.953201625393464,2.2866779738158,1.32448194517234,1.02184663271512,0.932044648129706
"87","Glutamate synthesis","AMINO ACIDS METABOLISM","GLUTAMATE METABOLISM",5.15631383914814,5.1235191825333,4.99717554034556,5.26264850704731,5.50386800443539,5.10624846439906,5.3278144040008,3.96868242615469,5.89377500389788,4.56824354341557,4.72526660487356,6.76899998407513,5.7470564734761,4.81492192137252,4.11729429692223,4.77167869802764,4.01318263603997,2.67486337139978,4.72568961688102,4.42448202948804,5.11888414612409,4.57973958963015,8.3118681279942,4.5091066088434,5.21658950142405,4.92150374670258,4.01620588165967,4.27444992026663,5.09963118636141,4.31762288096447,5.56099410047279,4.92394396825644
"88","Glutamate degradation","AMINO ACIDS METABOLISM","GLUTAMATE METABOLISM",2.72437518204839,2.74857604545665,2.5540269696228,2.51150286917644,2.93245574892273,2.9903585211934,3.06438040187622,2.05685892605264,2.90599220880117,2.53459443449364,2.38452592896237,3.21394294641469,3.3692110978962,3.4435189554475,2.20742559003969,2.60703000312645,2.33971461687383,2.10982254778122,2.49887304073655,2.39553067747399,3.02454283956505,2.321461855416,3.42228431129547,2.29808349765923,2.80032675720622,2.41884080179442,2.12572688038795,2.68592608013262,2.88897701900112,2.64562795515225,2.77271823311346,2.69970159401634
"89","Conversion of glutamate to glutamine","AMINO ACIDS METABOLISM","GLUTAMATE METABOLISM",19.3435765158212,10.2964703536777,14.5601717969768,14.6147640128288,16.1475580580747,11.2273214772043,6.06522132080361,11.0012036355141,15.8102277991509,13.4690804776586,12.5543018957061,10.5460871055882,8.98501692545558,13.4584735279876,13.022026891387,10.1766901019674,16.6406278813391,12.4232299381326,13.9366292822468,9.10099113193303,11.4627738880859,9.31838561493507,13.7421525386715,7.66455268307549,7.80452026900332,13.0538101034773,13.1815124996282,15.6122075086115,13.8009739673145,15.0883566343561,11.9744646404195,13.8824904340293
"90","Conversion of glutamate to proline","AMINO ACIDS METABOLISM","GLUTAMATE METABOLISM",0.956576016312075,0.68236781223468,1.79849522830002,1.11266561901743,1.09475041740398,1.76974245706441,1.87532861696168,1.55790333537896,1.39678110164457,1.2959384854108,1.58067063012936,0.858881492071124,0.768518516998919,0.545207613272371,0.895912217720931,1.30509527289074,0.758512065667227,1.68191954647773,1.42369829394403,1.34445725696937,1.58064943256469,1.89855894684935,0.353240880449294,0.998568297390642,2.36376731664609,1.72585492274523,0.591202356572316,1.69372693909933,1.46928256583908,1.96911788260294,1.60731215130327,1.9390678893651
"91","Conversion of GABA into succinate","AMINO ACIDS METABOLISM","GLUTAMATE METABOLISM",1.42090984088918,1.83599891600936,1.22688900590739,0.657879058816761,4.5358518163942,1.72073183998533,2.38357634657553,1.08847414984476,1.56099361443156,3.00257816979455,1.25220393826719,2.15883331950886,4.26813837918372,6.0429842528555,1.38654942916446,2.18290095342305,1.58998238942432,1.9006216978594,0.702336339480814,2.03436117764894,1.56897784594021,0.877137237474335,2.69497713393649,1.57149285363366,1.6941939007586,0.756892102318498,1.29036614696885,1.45219398734694,1.50735418951387,3.16488890737633,2.28684593387951,2.09212482843155
"92","Glutamine synthesis","AMINO ACIDS METABOLISM","GLUTAMINE METABOLISM",5.94449509896331,5.41090535870799,5.52845311015841,5.78221047959072,6.09518411852646,5.44630807622157,5.36878145493429,4.35937804889688,6.44468904807861,5.06273448420685,5.16021300991981,6.97883815749252,5.92694316525274,5.29511923285114,4.61200166328139,5.07195710935763,4.71470737188992,3.21643929177382,5.23740848717912,4.68428809073499,5.47132246512197,4.84299770214709,8.61355059525405,4.68440916852296,5.36036343295623,5.37329854430118,4.52538958265792,4.90432534184135,5.58303911863658,4.91599697837511,5.91729801935872,5.42164099413271
